ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата;
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;179,2623084;-;10;-;5,58;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1549,619117;-;1;-;0,06;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;3071,99007;-;3;-;0,10;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;432,3144105;-;4;-;0,93;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;1;-;0,06;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5895,196507;-;14;-;0,24;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3601,746301;-;3;-;0,08;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;ab53998f-cf14-4648-903a-bb69eff55580;Создание заявок в АС ЦАРС;PS 000 000 00 03;Автоматические;СИД;898,5024958;-;5;-;0,56;0,0;12.03.2026;ab53998f-cf14-4648-903a-bb69eff55580
ОСЦ Воронеж;Санкт-Петербург;8e53d5c9-0e52-4334-8740-bf13c7460194;Прием документов от ГОСБ/курьера;SR 319 000 00 00;Ручные;СКД;309,4975094;-;102;-;32,96;100,0;12.03.2026;8e53d5c9-0e52-4334-8740-bf13c7460194
ОСЦ Воронеж;Санкт-Петербург;8e53d5c9-0e52-4334-8740-bf13c7460194;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60985,62628;-;7 523;-;12,34;0,0;12.03.2026;8e53d5c9-0e52-4334-8740-bf13c7460194
ОСЦ Воронеж;Санкт-Петербург;8e53d5c9-0e52-4334-8740-bf13c7460194;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9605,433376;-;7 200;8:15:00;74,96;100,0;12.03.2026;8e53d5c9-0e52-4334-8740-bf13c7460194
ОСЦ Воронеж;Санкт-Петербург;ee839c12-189f-4250-89af-55eb15c99ec0;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1;8:15:00;0,11;0,0;12.03.2026;ee839c12-189f-4250-89af-55eb15c99ec0
ОСЦ Воронеж;Санкт-Петербург;ee839c12-189f-4250-89af-55eb15c99ec0;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;800;-;0,00;-;12.03.2026;ee839c12-189f-4250-89af-55eb15c99ec0
ОСЦ Воронеж;Санкт-Петербург;ee839c12-189f-4250-89af-55eb15c99ec0;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;727,9590186;-;9;-;1,24;0,0;12.03.2026;ee839c12-189f-4250-89af-55eb15c99ec0
ОСЦ Воронеж;Санкт-Петербург;ee839c12-189f-4250-89af-55eb15c99ec0;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;680,4747285;-;791;-;116,24;0,0;12.03.2026;ee839c12-189f-4250-89af-55eb15c99ec0
ОСЦ Воронеж;Санкт-Петербург;a3cf2082-f776-428e-98b6-6f6c1b8b870f;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;17;8:15:00;1,83;0,0;12.03.2026;a3cf2082-f776-428e-98b6-6f6c1b8b870f
ОСЦ Воронеж;Санкт-Петербург;a3cf2082-f776-428e-98b6-6f6c1b8b870f;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;5;-;0,72;0,0;12.03.2026;a3cf2082-f776-428e-98b6-6f6c1b8b870f
ОСЦ Воронеж;Санкт-Петербург;a3cf2082-f776-428e-98b6-6f6c1b8b870f;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;5603,773585;-;172;-;3,07;0,0;12.03.2026;a3cf2082-f776-428e-98b6-6f6c1b8b870f
ОСЦ Воронеж;Санкт-Петербург;a3cf2082-f776-428e-98b6-6f6c1b8b870f;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;410,391046;-;174;-;42,40;0,0;12.03.2026;a3cf2082-f776-428e-98b6-6f6c1b8b870f
ОСЦ Воронеж;Санкт-Петербург;a3cf2082-f776-428e-98b6-6f6c1b8b870f;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;905,5706315;-;922;-;101,81;0,0;12.03.2026;a3cf2082-f776-428e-98b6-6f6c1b8b870f
ОСЦ Воронеж;Санкт-Петербург;a3cf2082-f776-428e-98b6-6f6c1b8b870f;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;392,0585052;-;174;-;44,38;0,0;12.03.2026;a3cf2082-f776-428e-98b6-6f6c1b8b870f
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;4;-;0,43;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;3;-;0,43;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;150;-;0,00;-;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3705,55209;-;2 189;-;59,07;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Перекартонирование полупустых АК;SL 014 000 00 00;Ручные;СЛиУД;194,5971446;-;4;8:15:00;2,06;100,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;179,2623084;-;68;-;37,93;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;137,9233481;-;13;-;9,43;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;727,9590186;-;148;-;20,33;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;680,4747285;-;2;-;0,29;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;Сборка АК/ФК;SL 096 000 00 00;Ручные;СЛиУД;2475;-;4;-;0,16;100,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d;ФК На доукомплектовании АК;CP 0065 000 00 01;Автоматические;СЛиУД;2121,428571;-;9;-;0,42;0,0;12.03.2026;7637fc74-2ed3-4bda-9454-5b4d5fab8e8d
ОСЦ Воронеж;Санкт-Петербург;6afe9209-84dd-48fd-af81-2f95c92a26c0;Анализ и контроль производственных показателей сервиса инструментами Кадриль,Дашборд,контрольные панели;NO 008 001 00 00;Ручные;Непр.;495;-;10;8:15:00;2,02;100,0;12.03.2026;6afe9209-84dd-48fd-af81-2f95c92a26c0
ОСЦ Воронеж;Санкт-Петербург;6afe9209-84dd-48fd-af81-2f95c92a26c0;Анализ операций и производительности сотрудников в Кадрили;NO 008 002 00 00;Ручные;Непр.;495;-;13;-;2,63;100,0;12.03.2026;6afe9209-84dd-48fd-af81-2f95c92a26c0
ОСЦ Воронеж;Санкт-Петербург;6afe9209-84dd-48fd-af81-2f95c92a26c0;Выполнение поручений ЦАС/руководства СЦА.Контроль исполнения  поручений;NO 038 001 00 00;Ручные;Непр.;495;-;110;-;22,22;100,0;12.03.2026;6afe9209-84dd-48fd-af81-2f95c92a26c0
ОСЦ Воронеж;Санкт-Петербург;6afe9209-84dd-48fd-af81-2f95c92a26c0;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;60;-;12,12;100,0;12.03.2026;6afe9209-84dd-48fd-af81-2f95c92a26c0
ОСЦ Воронеж;Санкт-Петербург;6afe9209-84dd-48fd-af81-2f95c92a26c0;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;905,5706315;-;1 127;-;124,45;0,0;12.03.2026;6afe9209-84dd-48fd-af81-2f95c92a26c0
ОСЦ Воронеж;Санкт-Петербург;6afe9209-84dd-48fd-af81-2f95c92a26c0;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;30;-;6,06;100,0;12.03.2026;6afe9209-84dd-48fd-af81-2f95c92a26c0
ОСЦ Воронеж;Санкт-Петербург;92cb9583-bab7-4f4f-85b4-0b651438a663;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;550;-;0,00;-;12.03.2026;92cb9583-bab7-4f4f-85b4-0b651438a663
ОСЦ Воронеж;Санкт-Петербург;92cb9583-bab7-4f4f-85b4-0b651438a663;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;179,2623084;-;66;8:15:00;36,82;0,0;12.03.2026;92cb9583-bab7-4f4f-85b4-0b651438a663
ОСЦ Воронеж;Санкт-Петербург;92cb9583-bab7-4f4f-85b4-0b651438a663;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;137,9233481;-;12;-;8,70;0,0;12.03.2026;92cb9583-bab7-4f4f-85b4-0b651438a663
ОСЦ Воронеж;Санкт-Петербург;92cb9583-bab7-4f4f-85b4-0b651438a663;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;727,9590186;-;304;-;41,76;0,0;12.03.2026;92cb9583-bab7-4f4f-85b4-0b651438a663
ОСЦ Воронеж;Санкт-Петербург;92cb9583-bab7-4f4f-85b4-0b651438a663;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;680,4747285;-;246;-;36,15;0,0;12.03.2026;92cb9583-bab7-4f4f-85b4-0b651438a663
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1;-;0,11;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;ДВА_Регистрация в АС ЦАРС документов завершенного делопроизводства;RG 0011 000 00 01;Автоматические;СКД;427,4303807;-;51;-;11,93;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3705,55209;-;261;-;7,04;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Перекартонирование полупустых АК;SL 014 000 00 00;Ручные;СЛиУД;194,5971446;-;2;8:15:00;1,03;100,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Поиск единиц хранения без размещения на хранение   или с неправильным статусом(исправление программных и человеческих ошибок на основании мониторинга отчетов);SL 027 000 00 00;Ручные;СЛиУД;495;-;115;-;23,23;100,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Проект_Перерегистрация в АС ЦАРС документов исторического фонда ДВА;CP 0148 000 00 01;Автоматические;Проекты;392,0585052;-;1;-;0,26;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Проект_Пересортировка/переоформление дел исторического фонда ДВА;PR 019 000 00 00;Ручные;Проекты;132;-;40;-;30,30;100,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;15;-;0,87;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Регистрация по БП 211 (REG);RG 0001 211 00 01;Автоматические;СКД;1239,307323;Рег.;2;-;0,16;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;Регистрация по БП 211 (VSP);RG 0001 211 00 02;Автоматические;СКД;2473,96918;ВСП;416;-;16,82;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;a2788659-767d-47f1-8149-b6f683dde9f7;ФК На доукомплектовании АК;CP 0065 000 00 01;Автоматические;СЛиУД;2121,428571;-;1;-;0,05;0,0;12.03.2026;a2788659-767d-47f1-8149-b6f683dde9f7
ОСЦ Воронеж;Санкт-Петербург;bae3fd2c-3757-4d61-8f01-80bae546722a;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;179,2623084;-;1;-;0,56;0,0;12.03.2026;bae3fd2c-3757-4d61-8f01-80bae546722a
ОСЦ Воронеж;Санкт-Петербург;bae3fd2c-3757-4d61-8f01-80bae546722a;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;3071,99007;-;821;8:15:00;26,73;0,0;12.03.2026;bae3fd2c-3757-4d61-8f01-80bae546722a
ОСЦ Воронеж;Санкт-Петербург;bae3fd2c-3757-4d61-8f01-80bae546722a;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;432,3144105;-;65;-;15,04;0,0;12.03.2026;bae3fd2c-3757-4d61-8f01-80bae546722a
ОСЦ Воронеж;Санкт-Петербург;bae3fd2c-3757-4d61-8f01-80bae546722a;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;240,1610777;-;49;-;20,40;0,0;12.03.2026;bae3fd2c-3757-4d61-8f01-80bae546722a
ОСЦ Воронеж;Санкт-Петербург;bae3fd2c-3757-4d61-8f01-80bae546722a;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5895,196507;-;677;-;11,48;0,0;12.03.2026;bae3fd2c-3757-4d61-8f01-80bae546722a
ОСЦ Воронеж;Санкт-Петербург;bae3fd2c-3757-4d61-8f01-80bae546722a;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3601,746301;-;1 601;-;44,45;0,0;12.03.2026;bae3fd2c-3757-4d61-8f01-80bae546722a
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;787,5;-;1;7:00:00;0,13;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;586,0465116;-;2;-;0,34;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3144,104803;-;846;-;26,91;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;2852,614897;-;1;-;0,04;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1460,192375;-;2;-;0,14;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация клиентских документов (VSP/Опись);RG 0002 000 02 02;Автоматические;СКД;4175,642088;ВСП;879;-;21,05;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация по БП 03 (REG);RG 0001 003 00 01;Автоматические;СКД;1575;Рег.;1;-;0,06;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация по БП 13 (REG);RG 0001 013 00 01;Автоматические;СКД;1400;Рег.;3;-;0,21;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация по БП 13 (VSP/Опись);RG 0001 013 02 02;Автоматические;СКД;2152,006832;ВСП;3;-;0,14;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация по БП 242 (VSP/Однолистный документ);RG 0001 242 01 02;Автоматические;СКД;4145,418654;ВСП;5;-;0,12;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация по БП 319 (VSP/Однолистный документ);RG 0001 319 01 02;Автоматические;СКД;4147,465438;ВСП;19;-;0,46;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1460,192375;-;6;-;0,41;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2;ФК На доукомплектовании АК;CP 0065 000 00 01;Автоматические;СЛиУД;1800;-;2;-;0,11;0,0;12.03.2026;b87d34ed-a1b3-4593-b41a-8d9cf4df74f2
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;724;8:15:00;78,01;0,0;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;197;-;28,52;0,0;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;135;-;0,00;-;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;Документ/Опись/Сшив перемаркирован;CP 0047 000 00 01;Автоматические;СЛиУД;2475;-;1;-;0,04;0,0;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3705,55209;-;43;-;1,16;0,0;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;Доукомплектование Сшива в архивный/файловый короб;CP 0030 000 00 04;Автоматические;СЛиУД;4119,278779;-;34;-;0,83;0,0;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;a5b5c8e0-9242-41e1-bd44-83decd121618;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1549,619117;-;135;-;8,71;0,0;12.03.2026;a5b5c8e0-9242-41e1-bd44-83decd121618
ОСЦ Воронеж;Санкт-Петербург;bae6766d-92ab-4676-9152-1f50beaa4856;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;605;-;0,00;-;12.03.2026;bae6766d-92ab-4676-9152-1f50beaa4856
ОСЦ Воронеж;Санкт-Петербург;bae6766d-92ab-4676-9152-1f50beaa4856;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;179,2623084;-;27;8:15:00;15,06;0,0;12.03.2026;bae6766d-92ab-4676-9152-1f50beaa4856
ОСЦ Воронеж;Санкт-Петербург;bae6766d-92ab-4676-9152-1f50beaa4856;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;137,9233481;-;2;-;1,45;0,0;12.03.2026;bae6766d-92ab-4676-9152-1f50beaa4856
ОСЦ Воронеж;Санкт-Петербург;bae6766d-92ab-4676-9152-1f50beaa4856;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (Мезонин);PD 004 000 02 00;Автоматические;СЛиУД;727,9590186;-;337;-;46,29;0,0;12.03.2026;bae6766d-92ab-4676-9152-1f50beaa4856
ОСЦ Воронеж;Санкт-Петербург;bae6766d-92ab-4676-9152-1f50beaa4856;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;680,4747285;-;268;-;39,38;0,0;12.03.2026;bae6766d-92ab-4676-9152-1f50beaa4856
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;20;-;2,90;0,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;953,9716699;-;49;-;5,14;100,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Документ/Опись/Сшив присутствовал внутри короба при проведении контроля полноты короба;BF 0038 000 00 01;Автоматические;СЛиУД;11008,15419;-;10;-;0,09;0,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;5603,773585;-;20;-;0,36;0,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;560,3773585;-;10;-;1,78;100,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;410,391046;-;1;-;0,24;0,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Перенос сроков исполнения запросов в АС ЦАРС;SZ 188 000 00 00;Ручные;СИД;1542,456505;-;13;-;0,84;100,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
ОСЦ Воронеж;Санкт-Петербург;664d67cb-232f-4751-ad4e-a04e4c76cbba;Подбор документов(завещательные распоряжения и военные пенсии)не зарегистрированный фонд;SL 086 000 00 00;Ручные;СЛиУД;36,09375627;-;12;-;33,25;100,0;12.03.2026;664d67cb-232f-4751-ad4e-a04e4c76cbba
