;ОСЦ;Площадка;ФИО;Операции;Индекс;Вид_операций;Сектор_произ;Норматив, шт;ШК;Кол-во операций;Время по ШР;Выработка, %;Доля ручных операций в выработке, %;Дата
237;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Прием ТУ в АС ЦАРС;TU 010 000 00 00;Автоматические;СКД;60860,65574;-;2734;-;4,492228956;0;2026-03-12 00:00:00
238;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация АК;BX 0077 000 00 01;Автоматические;СКД;1720,941013;-;1;-;0,058107744;0;2026-03-12 00:00:00
239;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 05 (VSP);RG 0001 005 00 02;Автоматические;СКД;825;ВСП;1;-;0,121212121;0;2026-03-12 00:00:00
240;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 07 (REG);RG 0001 007 00 01;Автоматические;СКД;781,5789474;Рег.;3;-;0,383838384;0;2026-03-12 00:00:00
241;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 07 (VSP);RG 0001 007 00 02;Автоматические;СКД;825;ВСП;105;-;12,72727273;0;2026-03-12 00:00:00
242;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 234 (VSP);RG 0001 234 00 02;Автоматические;СКД;1747,058824;ВСП;1;-;0,057239057;0;2026-03-12 00:00:00
243;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 268 (REG);RG 0001 268 00 01;Автоматические;СКД;2475;Рег.;1;-;0,04040404;0;2026-03-12 00:00:00
244;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 268 (VSP);RG 0001 268 00 02;Автоматические;СКД;3743,854784;ВСП;132;-;3,525777778;0;2026-03-12 00:00:00
245;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 292 (VRUK);RG 0001 292 00 03;Автоматические;СКД;382,6037668;ВРУК;1;-;0,261367003;0;2026-03-12 00:00:00
246;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 292 (VSP);RG 0001 292 00 02;Автоматические;СКД;3856,641995;ВСП;126;-;3,267090909;0;2026-03-12 00:00:00
247;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 323 (REG/Однолистный документ);RG 0001 323 01 01;Автоматические;СКД;1789,156627;-;15;-;0,838383838;0;2026-03-12 00:00:00
248;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 323 (VSP/Однолистный документ);RG 0001 323 01 02;Автоматические;СКД;3368,110683;ВСП;331;-;9,827468013;0;2026-03-12 00:00:00
249;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация по БП 323 (VSP/Опись);RG 0001 323 02 02;Автоматические;СКД;2034,246575;ВСП;5;-;0,245791246;0;2026-03-12 00:00:00
250;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Регистрация FB;BX 0085 000 00 01;Автоматические;СКД;1720,941013;-;2;-;0,116215488;0;2026-03-12 00:00:00
251;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;40;-;8,080808081;100;2026-03-12 00:00:00
252;ОСЦ Воронеж;Воронеж;b344997f-9cef-4ae4-adfe-0e209d4847aa;Сортировка документов входящего потока;TU 020 000 00 00;Ручные;СКД;9434,561626;-;3903;08:15:00;41,36917172;100;2026-03-12 00:00:00
253;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;7;-;0,754208754;0;2026-03-12 00:00:00
254;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;182;-;0;-;2026-03-12 00:00:00
255;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;21;-;2,966868687;0;2026-03-12 00:00:00
256;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1923,076923;-;182;-;9,464;0;2026-03-12 00:00:00
257;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;Поиск и изъятие залоговых документов из состава досье;SZ 153 000 00 00;Ручные;СИД;99;-;45;08:15:00;45,45454545;100;2026-03-12 00:00:00
258;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;Сверка строк рабочего Акта с Перечнем 1350-4;SS 000 000 00 00;Ручные;СКД;296,4486056;-;10;-;3,373265993;100;2026-03-12 00:00:00
259;ОСЦ Воронеж;Воронеж;a50d5eba-489a-465c-9e6f-236f44ad1339;Сортировка СДД;SR 326 000 00 00;Ручные;СКД;1711,618257;-;750;-;43,81818182;100;2026-03-12 00:00:00
260;ОСЦ Воронеж;Воронеж;4278aaf2-f7eb-4910-ab86-a3ecf8e3575a;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;9;-;0,96969697;0;2026-03-12 00:00:00
261;ОСЦ Воронеж;Воронеж;4278aaf2-f7eb-4910-ab86-a3ecf8e3575a;Выполнение поручений ЦАС/руководства СЦА.Контроль исполнения  поручений;NO 038 001 00 00;Ручные;Непр.;495;-;148;08:15:00;29,8989899;100;2026-03-12 00:00:00
262;ОСЦ Воронеж;Воронеж;4278aaf2-f7eb-4910-ab86-a3ecf8e3575a;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;77;-;0;-;2026-03-12 00:00:00
263;ОСЦ Воронеж;Воронеж;4278aaf2-f7eb-4910-ab86-a3ecf8e3575a;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;165;-;23,31111111;0;2026-03-12 00:00:00
264;ОСЦ Воронеж;Воронеж;4278aaf2-f7eb-4910-ab86-a3ecf8e3575a;Подбор Сшивов на уничтожение по актам (Мезонин);PD 003 000 02 00;Автоматические;СЛиУД;1923,076923;-;77;-;4,004;0;2026-03-12 00:00:00
265;ОСЦ Воронеж;Воронеж;4278aaf2-f7eb-4910-ab86-a3ecf8e3575a;Сверка строк рабочего Акта с Перечнем 1350-4;SS 000 000 00 00;Ручные;СКД;296,4486056;-;150;-;50,5989899;100;2026-03-12 00:00:00
266;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;13;-;1,400673401;0;2026-03-12 00:00:00
267;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;13;-;1,882154882;0;2026-03-12 00:00:00
268;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;759,7268053;-;17;-;2,237646465;100;2026-03-12 00:00:00
269;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;4697,137435;-;16;-;0,340632997;0;2026-03-12 00:00:00
270;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;366,0565724;-;10;-;2,731818182;100;2026-03-12 00:00:00
271;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Операции по выдаче оригиналов документов (ШК)заказчику-ЦАРС;IZ 004 000 00 00;Автоматические;СИД;245,4545455;-;1;-;0,407407407;0;2026-03-12 00:00:00
272;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;"П1311_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Исполнение запросов по документам оперативного и архивного хранения"")";SL 117 000 00 00;Ручные;СЛиУД;495;-;45;-;9,090909091;100;2026-03-12 00:00:00
273;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Передача коробов в логистику по отработанным заявкам;SZ 055 000 00 00;Ручные;СИД;687,0705809;-;13;-;1,892090909;100;2026-03-12 00:00:00
274;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;216,7883212;-;17;-;7,841750842;0;2026-03-12 00:00:00
275;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;23;-;18,58585859;100;2026-03-12 00:00:00
276;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Поиск наличия документа в досье(при запросе на документ)-АС ЦАРС(кроме КОД ЮЛ);SZ 073 000 00 01;Ручные;СИД;742,5;-;23;-;3,097643098;100;2026-03-12 00:00:00
277;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;41,13322734;-;24;08:15:00;58,3469899;100;2026-03-12 00:00:00
278;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;467,7165354;-;8;-;1,71043771;0;2026-03-12 00:00:00
279;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5818,965517;-;49;-;0,842074074;0;2026-03-12 00:00:00
280;ОСЦ Воронеж;Воронеж;f458ad94-8e36-45be-a8d2-5a17e9f5bcc9;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3397,003317;-;1;-;0,02943771;0;2026-03-12 00:00:00
281;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;14;-;1,508417508;0;2026-03-12 00:00:00
282;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;14;-;2,026936027;0;2026-03-12 00:00:00
283;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Добавление ШК во внутреннюю заявку;SZ 184 000 00 00;Ручные;СИД;759,7268053;-;39;-;5,133424242;100;2026-03-12 00:00:00
284;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;4697,137435;-;39;-;0,830292929;0;2026-03-12 00:00:00
285;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Закрытие внутренней заявки;SZ 185 000 00 00;Ручные;СИД;366,0565724;-;2;-;0,546363636;100;2026-03-12 00:00:00
286;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;"П1311_Сопровождение наемного персонала/перемещение коробов/паллет // Обеспечение пропускного режима в минутах (""Исполнение запросов по документам оперативного и архивного хранения"")";SL 117 000 00 00;Ручные;СЛиУД;495;-;50;-;10,1010101;100;2026-03-12 00:00:00
287;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Передача коробов в логистику по отработанным заявкам;SZ 055 000 00 00;Ручные;СИД;687,0705809;-;14;-;2,037636364;100;2026-03-12 00:00:00
288;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;216,7883212;-;39;-;17,98989899;0;2026-03-12 00:00:00
289;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;39;-;31,51515152;100;2026-03-12 00:00:00
290;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Поиск наличия документа в досье(при запросе на документ)-АС ЦАРС(кроме КОД ЮЛ);SZ 073 000 00 01;Ручные;СИД;742,5;-;39;-;5,252525253;100;2026-03-12 00:00:00
291;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Прием и анализ глобальной заявки;ZZ 002 000 00 00;Автоматические;СИД;0;-;5;-;0;-;2026-03-12 00:00:00
292;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Прием и исполнение внутренней заявки;SZ 183 000 00 00;Ручные;СИД;41,13322734;-;18;08:15:00;43,76024242;100;2026-03-12 00:00:00
293;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;467,7165354;-;21;-;4,48989899;0;2026-03-12 00:00:00
294;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5818,965517;-;78;-;1,340444444;0;2026-03-12 00:00:00
295;ОСЦ Воронеж;Воронеж;182842fb-af89-4c39-b932-59004c88f2e3;Создание внутренней заявки для исполнения;ZZ 003 000 00 01;Автоматические;СИД;494,4149423;-;5;-;1,011296296;0;2026-03-12 00:00:00
296;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;91;-;9,804713805;0;2026-03-12 00:00:00
297;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;91;-;13,17508418;0;2026-03-12 00:00:00
298;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;100;-;0;-;2026-03-12 00:00:00
299;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Документ присутствовал внутри короба при проведении контроля полноты короба;BF 101 000 00 01;Ручные;СЛиУД;14850;-;6850;08:15:00;46,12794613;100;2026-03-12 00:00:00
300;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Документ/Опись/Сшив присутствовал внутри короба при проведении контроля полноты короба;BF 0038 000 00 01;Автоматические;СЛиУД;0;-;2279;-;0;-;2026-03-12 00:00:00
301;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3712,5;-;2;-;0,053872054;0;2026-03-12 00:00:00
302;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (Мезонин);PD 001 000 02 00;Автоматические;СЛиУД;216,7883212;-;46;-;21,21885522;0;2026-03-12 00:00:00
303;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Подбор по запросам продуктовых однолистных документов по ШК GUID (Мезонин);PD 002 000 02 00;Автоматические;СЛиУД;141,4285714;-;1;-;0,707070707;0;2026-03-12 00:00:00
304;ОСЦ Воронеж;Воронеж;753d92d9-f548-4ccb-869c-06746c66cb0f;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (Мезонин);PD 007 000 02 00;Автоматические;СЛиУД;659,7214509;-;100;-;15,15791246;0;2026-03-12 00:00:00
305;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Анализ операций и производительности сотрудников в Кадрили;NO 008 002 00 00;Ручные;Непр.;495;-;45;-;9,090909091;100;2026-03-12 00:00:00
306;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Ежедневное распределение  ресурсов по процессам исходя из входящего потока;NO 008 004 00 00;Ручные;Непр.;495;-;23;-;4,646464646;100;2026-03-12 00:00:00
307;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Коммуникации и взаимодействие;NO 041 001 00 00;Ручные;Непр.;495;-;50;-;10,1010101;100;2026-03-12 00:00:00
308;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;469,7880418;-;193;-;41,0823569;0;2026-03-12 00:00:00
309;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (ОСГ);PD 009 000 03 00;Автоматические;СЛиУД;724,0723585;-;409;-;56,48606734;0;2026-03-12 00:00:00
310;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Поиск документа(все виды документов)в АК по заявке в АС ЦАРC,в том числе сшивы ДД;SZ 060 000 00 01;Ручные;СИД;123,75;-;11;-;8,888888889;100;2026-03-12 00:00:00
311;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;370,7818879;-;11;-;2,966703704;100;2026-03-12 00:00:00
312;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Прием документов от ГОСБ/курьера;SR 319 000 00 00;Ручные;СКД;303,4079765;-;6;-;1,977535354;100;2026-03-12 00:00:00
313;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Проведение контрольных процедур по процессу П1308_П1309;SR 330 000 00 00;Ручные;СКД;495;-;80;-;16,16161616;100;2026-03-12 00:00:00
314;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Проект_Коммуникации по телефону;SR 328 000 00 00;Ручные;СКД;97,93350414;-;17;08:15:00;17,35871717;100;2026-03-12 00:00:00
315;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Проект_Коммуникации по Outlook;SR 327 000 00 00;Ручные;СКД;155,1724138;-;21;-;13,53333333;100;2026-03-12 00:00:00
316;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Работа в MS OUTLOOK;NO 003 004 00 00;Ручные;Непр.;495;-;30;-;6,060606061;100;2026-03-12 00:00:00
317;ОСЦ Воронеж;Воронеж;1d5de07b-4029-4fc5-9ad1-90aac5dd4c46;Сопровождение наемного персонала/перемещение коробов/палет в минутах;SR 046 000 00 00;Ручные;СКД;495;-;52;-;10,50505051;100;2026-03-12 00:00:00
318;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;36;-;3,878787879;0;2026-03-12 00:00:00
319;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;АК размещен на хранение;BX 0010 000 00 01;Автоматические;СЛиУД;690,6976744;-;32;-;4,632996633;0;2026-03-12 00:00:00
320;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Документ включен в TD-реестр на уничтожение;TD 193 000 00 01;Автоматические;СЛиУД;0;-;506;-;0;-;2026-03-12 00:00:00
321;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Документ/Опись/Сшив перемаркирован;CP 0047 000 00 01;Автоматические;СЛиУД;2475;-;5;-;0,202020202;0;2026-03-12 00:00:00
322;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Доукомплектование документа в архивный/файловый короб;CP 0030 000 00 01;Автоматические;СЛиУД;3712,5;-;33;-;0,888888889;0;2026-03-12 00:00:00
323;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Занесение в таблицу соответствий ШК АК и ОСГ(пломба);SL 113 000 00 00;Ручные;СЛиУД;645,6521739;-;32;08:15:00;4,956228956;100;2026-03-12 00:00:00
324;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Подбор по запросам продуктовых документов/сшивов кроме однолистных документов по ШК GUID (ОСГ);PD 001 000 03 00;Автоматические;СЛиУД;230,0987798;-;23;-;9,995707071;0;2026-03-12 00:00:00
325;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Подбор по запросам продуктовых однолистных документов по ШК GUID (ОСГ);PD 002 000 03 00;Автоматические;СЛиУД;103,0648788;-;5;-;4,851313131;0;2026-03-12 00:00:00
326;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Подбор продуктовых документов на уничтожение по актам по КБП: 02 (ОСГ);PD 004 000 03 00;Автоматические;СЛиУД;724,3725763;-;231;-;31,88966667;0;2026-03-12 00:00:00
327;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Подбор продуктовых документов на уничтожение по актам по КБП: 04 (ОСГ);PD 007 000 03 00;Автоматические;СЛиУД;630,8947234;-;275;-;43,58888889;0;2026-03-12 00:00:00
328;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Поиск документов при внесистемном размещении(отсутствует поштучная регистрация,либо находится вне места постоянного хранения)-АС ЦАРС;SZ 069 000 00 01;Ручные;СИД;106,2866591;-;5;-;4,704259259;100;2026-03-12 00:00:00
329;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Принято в СОЗ из СЛ LZ ЦАРС по запросам(с сортировкой);RR 0099 000 00 01;Автоматические;СИД;2525,510204;-;28;-;1,108686869;0;2026-03-12 00:00:00
330;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО общим томом);SS 0097 000 00 01;Автоматические;СИД;467,7165354;-;26;-;5,558922559;0;2026-03-12 00:00:00
331;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Размещение ЭГО документов/досье в ЕСМ по запросу(Прикрепление ЭГО скелетон);SS 0098 000 00 01;Автоматические;СИД;238,2346571;-;2;-;0,839508418;0;2026-03-12 00:00:00
332;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Сканирование общим томом;SC 000 000 00 01;Автоматические;СИД;5818,965517;-;85;-;1,460740741;0;2026-03-12 00:00:00
333;ОСЦ Воронеж;Воронеж;ad6155c4-4c4b-48de-b518-44bbf3c71eeb;Сканирование скелетон;SC 000 000 00 02;Автоматические;СИД;3397,003317;-;62;-;1,825138047;0;2026-03-12 00:00:00
334;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;АК изъят с хранения;BX 0013 000 00 01;Автоматические;СЛиУД;928,125;-;1;-;0,107744108;0;2026-03-12 00:00:00
335;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Доукомплектование документа ЗД в архивный/файловый короб;CP 0030 000 00 03;Автоматические;СЛиУД;4697,137435;-;78;-;1,660585859;0;2026-03-12 00:00:00
336;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Опись некорректна оформлена,поскольку все вложенные документы относятся к другому договору;SR 0101 000 00 01;Автоматические;СКД;2828,571429;-;1;-;0,035353535;0;2026-03-12 00:00:00
337;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Отмена регистрации Документа/Описи/Сшива;SR 0088 000 00 01;Автоматические;СКД;3117,128463;-;1;-;0,032080808;0;2026-03-12 00:00:00
338;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Перемаркировка ЕХ ист.фонда ДВА;CP 0047 000 00 02;Автоматические;СКД;469,7880418;-;64;-;13,62316498;0;2026-03-12 00:00:00
339;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Подбор документов завершенного делопроизводства без ШК на уничтожение по акту (Мезонин);PD 009 000 02 00;Автоматические;СЛиУД;707,8169685;-;1;-;0,141279461;0;2026-03-12 00:00:00
340;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Поиск дополнительных реквизитов для регистрации в АС ЦАРС при некорректной передачи документов по БП;SR 321 000 00 00;Ручные;СКД;370,7818879;-;52;-;14,02441751;100;2026-03-12 00:00:00
341;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Проведение контрольных процедур по процессу П1308_П1309;SR 330 000 00 00;Ручные;СКД;495;-;80;-;16,16161616;100;2026-03-12 00:00:00
342;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Проект_Коммуникации по телефону;SR 328 000 00 00;Ручные;СКД;97,93350414;-;26;08:15:00;26,54862626;100;2026-03-12 00:00:00
343;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Проект_Коммуникации по Outlook;SR 327 000 00 00;Ручные;СКД;155,1724138;-;12;-;7,733333333;100;2026-03-12 00:00:00
344;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Регистрация клиентских документов (VSP/Опись);RG 0002 000 02 02;Автоматические;СКД;5689,655172;ВСП;1;-;0,017575758;0;2026-03-12 00:00:00
345;ОСЦ Воронеж;Воронеж;43e084ce-cb02-41ad-bb8a-da58b85d4ed7;Регистрация по БП 01 (VSP/Опись);RG 0001 001 02 02;Автоматические;СКД;2657,004831;ВСП;3;-;0,112909091;0;2026-03-12 00:00:00
