ÎÑÖ;Ïëîùàäêà;ÔÈÎ;Îïåðàöèè;Èíäåêñ;Âèä_îïåðàöèé;Ñåêòîð_ïðîèç;Íîðìàòèâ, øò;ØÊ;Êîë-âî îïåðàöèé;Âðåìÿ ïî ØÐ;Âûðàáîòêà, %;Äîëÿ ðó÷íûõ îïåðàöèé â âûðàáîòêå, %;Äàòà;
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;d2edf87d-3fd5-4029-8ac8-8a2a1d7c5b2f;Ðåãèñòðàöèÿ ïî ÁÏ 318 (VSP/Îïèñü);RG 0001 318 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2264,064644;ÂÑÏ;26;-;1,15;0,0;12.03.2026;d2edf87d-3fd5-4029-8ac8-8a2a1d7c5b2f
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;d2edf87d-3fd5-4029-8ac8-8a2a1d7c5b2f;Ðåãèñòðàöèÿ ïî ÁÏ 319 (VSP/Îäíîëèñòíûé äîêóìåíò);RG 0001 319 01 02;Àâòîìàòè÷åñêèå;ÑÊÄ;4888,084266;ÂÑÏ;24;-;0,49;0,0;12.03.2026;d2edf87d-3fd5-4029-8ac8-8a2a1d7c5b2f
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;d2edf87d-3fd5-4029-8ac8-8a2a1d7c5b2f;Ðåãèñòðàöèÿ FB;BX 0085 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;12;-;0,70;0,0;12.03.2026;d2edf87d-3fd5-4029-8ac8-8a2a1d7c5b2f
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;690,6976744;-;4;-;0,58;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Âûäà÷à è âîçâðàò íà õðàíåíèå ïî çàïðîñó êîðîáà ñ äîêóìåíòàìè ÇÄ(êðîìå ÀÀÕ);SL 111 000 00 00;Ðó÷íûå;ÑËèÓÄ;154,6875;-;2;-;1,29;100,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Äîáàâëåíèå ØÊ âî âíóòðåííþþ çàÿâêó;SZ 184 000 00 00;Ðó÷íûå;ÑÈÄ;953,9716699;-;25;-;2,62;100,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Äîóêîìïëåêòîâàíèå äîêóìåíòà ÇÄ â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 03;Àâòîìàòè÷åñêèå;ÑËèÓÄ;5603,773585;-;24;-;0,43;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Çàêðûòèå âíóòðåííåé çàÿâêè;SZ 185 000 00 00;Ðó÷íûå;ÑÈÄ;560,3773585;-;7;-;1,25;100,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ïåðåìàðêèðîâêà ÅÕ èñò.ôîíäà ÄÂÀ;CP 0047 000 00 02;Àâòîìàòè÷åñêèå;ÑÊÄ;410,391046;-;3;-;0,73;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ïîäáîð ïî çàïðîñàì ïðîäóêòîâûõ äîêóìåíòîâ/ñøèâîâ êðîìå îäíîëèñòíûõ äîêóìåíòîâ ïî ØÊ GUID (Ìåçîíèí);PD 001 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;179,2623084;-;26;-;14,50;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ïîèñê äîêóìåíòà(âñå âèäû äîêóìåíòîâ)â ÀÊ ïî çàÿâêå â ÀÑ ÖÀÐC,â òîì ÷èñëå ñøèâû ÄÄ;SZ 060 000 00 01;Ðó÷íûå;ÑÈÄ;133,0907527;-;41;8:15:00;30,81;100,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ïðèåì è èñïîëíåíèå âíóòðåííåé çàÿâêè;SZ 183 000 00 00;Ðó÷íûå;ÑÈÄ;81,16550384;-;41;-;50,51;100,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ïðîåêò_Ïåðåðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;CP 0148 000 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;392,0585052;-;28;-;7,14;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ðàçìåùåíèå ÝÃÎ äîêóìåíòîâ/äîñüå â ÅÑÌ ïî çàïðîñó(Ïðèêðåïëåíèå ÝÃÎ îáùèì òîìîì);SS 0097 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;432,3144105;-;4;-;0,93;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ñêàíèðîâàíèå îáùèì òîìîì;SC 000 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;5895,196507;-;14;-;0,24;0,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;3771f402-bdf3-494c-bff6-4881e6128790;Ôîðìèðîâàíèå çàäàíèé ïðè «Ðó÷íîì ïîäáîðå»,çàïîëíåíèå Æóðíàëîâ:ó÷åòà êîðîáîâ ÎÑÃ,âûäà÷è îðèãèíàëîâ äîêóìåíòîâ,ó÷åòà ïî çàÿâêàì â ÀÑ ÖÀÐÑ(îòâåòû êëèåíòàì),ïî ÊÎÄ ÞË;SZ 026 000 00 01;Ðó÷íûå;ÑÈÄ;1025,056948;-;7;-;0,68;100,0;12.03.2026;3771f402-bdf3-494c-bff6-4881e6128790
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;169 Âûïîëíåíà ïåðåðåãèñòðàöèÿ ïðîäóêòîâîãî äîêóìåíòà;PR 169 000 00 00;Àâòîìàòè÷åñêèå;ÑÊÄ;786,2550961;-;5;-;0,64;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Äîêóìåíò/Îïèñü/Ñøèâ ïåðåìàðêèðîâàí;CP 0047 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;2475;-;1;-;0,04;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Îïèñü íåêîððåêòíà îôîðìëåíà,ïîñêîëüêó âñå âëîæåííûå äîêóìåíòû îòíîñÿòñÿ ê äðóãîìó äîãîâîðó;SR 0101 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;3068,498812;-;18;-;0,59;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ïåðåäà÷à äîêóìåíòîâ â ÎÎÄÁÍ ÎÖ/êóðüåðñêîé ñëóæáå äëÿ ïåðåñûëêè çàêàç÷èêó;SZ 056 000 00 00;Ðó÷íûå;ÑÈÄ;148,5;-;30;-;20,20;100,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ïîèñê äîïîëíèòåëüíûõ ðåêâèçèòîâ äëÿ ðåãèñòðàöèè â ÀÑ ÖÀÐÑ ïðè íåêîððåêòíîé ïåðåäà÷è äîêóìåíòîâ ïî ÁÏ;SR 321 000 00 00;Ðó÷íûå;ÑÊÄ;365,6149594;-;71;8:15:00;19,42;100,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;3;-;0,17;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ êëèåíòñêèõ äîêóìåíòîâ (REG/Îïèñü);RG 0002 000 02 01;Àâòîìàòè÷åñêèå;ÑÊÄ;723,9488117;Ðåã.;1;-;0,14;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ êëèåíòñêèõ äîêóìåíòîâ (VSP/Îïèñü);RG 0002 000 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;4921,292461;ÂÑÏ;1 304;-;26,50;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 01 (VSP/Îïèñü);RG 0001 001 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2364,649682;ÂÑÏ;2;-;0,08;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 03 (VSP/Îïèñü);RG 0001 003 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2571,873918;ÂÑÏ;1;-;0,04;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 13 (REG);RG 0001 013 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1650;Ðåã.;2;-;0,12;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 13 (VSP/Îïèñü);RG 0001 013 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2536,293766;ÂÑÏ;20;-;0,79;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 233 (VSP/Îïèñü);RG 0001 233 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2317,596567;ÂÑÏ;5;-;0,22;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 242 (VSP/Îäíîëèñòíûé äîêóìåíò);RG 0001 242 01 02;Àâòîìàòè÷åñêèå;ÑÊÄ;4885,671986;ÂÑÏ;6;-;0,12;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 273 (VSP/Îïèñü);RG 0001 273 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2566,318154;ÂÑÏ;1;-;0,04;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 318 (VRUK);RG 0001 318 00 03;Àâòîìàòè÷åñêèå;ÑÊÄ;339,319989;-;4;-;1,18;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 318 (VSP/Îïèñü);RG 0001 318 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;2264,064644;ÂÑÏ;49;-;2,16;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 319 (VSP/Îäíîëèñòíûé äîêóìåíò);RG 0001 319 01 02;Àâòîìàòè÷åñêèå;ÑÊÄ;4888,084266;ÂÑÏ;7;-;0,14;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ ïî ÁÏ 320 (VSP/Îïèñü);RG 0001 320 02 02;Àâòîìàòè÷åñêèå;ÑÊÄ;1133,587786;ÂÑÏ;4;-;0,35;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ðåãèñòðàöèÿ FB;BX 0085 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;9;-;0,52;0,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;bdae2076-d6ac-4536-b03c-fb38ad93a379;Ñîïðîâîæäåíèå íàåìíîãî ïåðñîíàëà/ïåðåìåùåíèå êîðîáîâ/ïàëåò â ìèíóòàõ;SR 046 000 00 00;Ðó÷íûå;ÑÊÄ;495;-;15;-;3,03;100,0;12.03.2026;bdae2076-d6ac-4536-b03c-fb38ad93a379
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;4;-;0,43;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;690,6976744;-;2;-;0,29;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Äîóêîìïëåêòîâàíèå äîêóìåíòà â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3705,55209;-;2 512;-;67,79;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Îòìåíà ðåãèñòðàöèè Äîêóìåíòà/Îïèñè/Ñøèâà;SR 0088 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;3362,010414;-;1;-;0,03;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Ïåðåêàðòîíèðîâàíèå ïîëóïóñòûõ ÀÊ;SL 014 000 00 00;Ðó÷íûå;ÑËèÓÄ;194,5971446;-;4;8:15:00;2,06;100,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Ïîèñê åäèíèö õðàíåíèÿ áåç ðàçìåùåíèÿ íà õðàíåíèå   èëè ñ íåïðàâèëüíûì ñòàòóñîì(èñïðàâëåíèå ïðîãðàììíûõ è ÷åëîâå÷åñêèõ îøèáîê íà îñíîâàíèè ìîíèòîðèíãà îò÷åòîâ);SL 027 000 00 00;Ðó÷íûå;ÑËèÓÄ;495;-;150;-;30,30;100,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Ïðèíÿòî â ÑÎÇ èç ÑË LZ ÖÀÐÑ ïî çàïðîñàì(ñ ñîðòèðîâêîé);RR 0099 000 00 01;Àâòîìàòè÷åñêèå;ÑÈÄ;3071,99007;-;1;-;0,03;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Ïðîåêò_Ðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;RG 0011 001 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;483,1860999;-;15;-;3,10;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;1;-;0,06;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c;ÔÊ Íà äîóêîìïëåêòîâàíèè ÀÊ;CP 0065 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;2121,428571;-;5;-;0,24;0,0;12.03.2026;8b69b3bb-8cca-4f69-84e6-43d2d4bcf92c
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;40022c9c-61a6-4022-82c6-b3fc33848997;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;1;8:15:00;0,11;0,0;12.03.2026;40022c9c-61a6-4022-82c6-b3fc33848997
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;40022c9c-61a6-4022-82c6-b3fc33848997;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;690,6976744;-;2;-;0,29;0,0;12.03.2026;40022c9c-61a6-4022-82c6-b3fc33848997
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;40022c9c-61a6-4022-82c6-b3fc33848997;Äîêóìåíò âêëþ÷åí â TD-ðååñòð íà óíè÷òîæåíèå;TD 193 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;0;-;1 558;-;0,00;-;12.03.2026;40022c9c-61a6-4022-82c6-b3fc33848997
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;40022c9c-61a6-4022-82c6-b3fc33848997;Äîóêîìïëåêòîâàíèå Ñøèâà â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 04;Àâòîìàòè÷åñêèå;ÑËèÓÄ;4119,278779;-;11;-;0,27;0,0;12.03.2026;40022c9c-61a6-4022-82c6-b3fc33848997
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;40022c9c-61a6-4022-82c6-b3fc33848997;Ïîäáîð Ñøèâîâ íà óíè÷òîæåíèå ïî àêòàì (Ìåçîíèí);PD 003 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;1549,619117;-;1 558;-;100,54;0,0;12.03.2026;40022c9c-61a6-4022-82c6-b3fc33848997
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;21;8:15:00;2,26;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;690,6976744;-;2;-;0,29;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Äîóêîìïëåêòîâàíèå äîêóìåíòà ÇÄ â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 03;Àâòîìàòè÷åñêèå;ÑËèÓÄ;5603,773585;-;45;-;0,80;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Îïåðàöèè ïî âûäà÷å îðèãèíàëîâ äîêóìåíòîâ (ØÊ)çàêàç÷èêó-ÖÀÐÑ;IZ 004 000 00 00;Àâòîìàòè÷åñêèå;ÑÈÄ;209,8984431;-;4;-;1,91;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Ïåðåìàðêèðîâêà ÅÕ èñò.ôîíäà ÄÂÀ;CP 0047 000 00 02;Àâòîìàòè÷åñêèå;ÑÊÄ;410,391046;-;66;-;16,08;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Ïîäáîð äîêóìåíòîâ çàâåðøåííîãî äåëîïðîèçâîäñòâà áåç ØÊ íà óíè÷òîæåíèå ïî àêòó (Ìåçîíèí);PD 009 000 02 00;Àâòîìàòè÷åñêèå;ÑËèÓÄ;905,5706315;-;927;-;102,37;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Ïðîåêò_Ïåðåðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;CP 0148 000 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;392,0585052;-;87;-;22,19;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Ïðîåêò_Ðåãèñòðàöèÿ â ÀÑ ÖÀÐÑ äîêóìåíòîâ èñòîðè÷åñêîãî ôîíäà ÄÂÀ;RG 0011 001 00 01;Àâòîìàòè÷åñêèå;Ïðîåêòû;483,1860999;-;32;-;6,62;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;9c4f34c8-0ede-4061-bde0-d1cf65649699;Ðåãèñòðàöèÿ ÀÊ;BX 0077 000 00 01;Àâòîìàòè÷åñêèå;ÑÊÄ;1720,941013;-;1;-;0,06;0,0;12.03.2026;9c4f34c8-0ede-4061-bde0-d1cf65649699
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;09f2acf8-819e-45e1-88ff-f3287395dc46;ÀÊ èçúÿò ñ õðàíåíèÿ;BX 0013 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;928,125;-;13;8:15:00;1,40;0,0;12.03.2026;09f2acf8-819e-45e1-88ff-f3287395dc46
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;09f2acf8-819e-45e1-88ff-f3287395dc46;ÀÊ ðàçìåùåí íà õðàíåíèå;BX 0010 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;690,6976744;-;1;-;0,14;0,0;12.03.2026;09f2acf8-819e-45e1-88ff-f3287395dc46
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;09f2acf8-819e-45e1-88ff-f3287395dc46;Äîóêîìïëåêòîâàíèå äîêóìåíòà â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 01;Àâòîìàòè÷åñêèå;ÑËèÓÄ;3705,55209;-;21;-;0,57;0,0;12.03.2026;09f2acf8-819e-45e1-88ff-f3287395dc46
ÎÑÖ Âîðîíåæ;Ñàíêò-Ïåòåðáóðã;09f2acf8-819e-45e1-88ff-f3287395dc46;Äîóêîìïëåêòîâàíèå äîêóìåíòà ÇÄ â àðõèâíûé/ôàéëîâûé êîðîá;CP 0030 000 00 03;Àâòîìàòè÷åñêèå;ÑËèÓÄ;5603,773585;-;37;-;0,66;0,0;12.03.2026;09f2acf8-819e-45e1-88ff-f3287395dc46
